Herb,Title,Abstract
turmeric,The effect of curcumin on the brain-gut axis in rat model of irritable bowel syndrome: involvement of 5-HT-dependent signaling - PubMed,"              Irritable bowel syndrome (IBS) is induced by dysfunction of central nervous and peripheral intestinal systems, which affects an estimated 10-15% population worldwide annually. Stress-related psychiatric disorders including depression and anxiety are often comorbid with gastrointestinal function disorder, such as IBS. However, the mechanism of IBS still remains unknown. Curcumin is a biologically active phytochemical presents in turmeric and has pharmacological actions that benefit patients with depression and anxiety. Our study found that IBS rats showed depression- and anxiety-like behaviors associated with decreased 5-HT (serotonin), BDNF (Brain-derived neurotrophic factor) and pCREB (phosphorylation of cAMP response element-binding protein) expression in the hippocampus after chronic acute combining stress (CAS). However, these decreased parameters were obviously increased in the colonic after CAS. Curcumin (40 mg/kg) reduced the immobility time of forced swimming and the number of buried marbles in behavioral tests of CAS rats. Curcumin also decreased the number of fecal output and abdominal withdrawal reflex (AWR) scores in response to graded distention. Moreover, curcumin increased serotonin, BDNF and pCREB levels in the hippocampus, but they were decreased in the colonic of CAS rats. 5-HT(1A) receptor antagonist NAN-190 reversed the effects of curcumin on behaviors and the changes of intestine, pCREB and BDNF expression, which are related to IBS. These results suggested that curcumin exerts the effects on IBS through regulating neurotransmitters, BDNF and CREB signaling both in the brain and peripheral intestinal system.          "
turmeric,Curcumin Alters Neural Plasticity and Viability of Intact Hippocampal Circuits and Attenuates Behavioral Despair and COX-2 Expression in Chronically Stressed Rats - PubMed,"              Curcumin is a major diarylheptanoid component of Curcuma longa with traditional usage for anxiety and depression. It has been known for the anti-inflammatory, antistress, and neurotropic effects. Here we examined curcumin effect in neural plasticity and cell viability. 60-channel multielectrode array was applied on organotypic hippocampal slice cultures (OHSCs) to monitor the effect of 10 μM curcumin in long-term depression (LTD) through low-frequency stimulation (LFS) to the Schaffer collaterals and commissural pathways. Cell viability was assayed by propidium iodide uptake test in OHSCs. In addition, the influence of oral curcumin administration on rat behavior was assessed with the forced swim test (FST). Finally, protein expression levels of brain-derived neurotrophic factor (BDNF) and cyclooxygenase-2 (COX-2) were measured by Western blot in chronically stressed rats. Our results demonstrated that 10 μM curcumin attenuated LTD and reduced cell death. It also recovered the behavior immobility of FST, rescued the attenuated BDNF expression, and inhibited the enhancement of COX-2 expression in stressed animals. These findings indicate that curcumin can enhance postsynaptic electrical reactivity and cell viability in intact neural circuits with antidepressant-like effects, possibly through the upregulation of BDNF and reduction of inflammatory factors in the brain.          "
turmeric,Systemic Administration of Curcumin Affect Anxiety-Related Behaviors in a Rat Model of Posttraumatic Stress Disorder via Activation of Serotonergic Systems - PubMed,"              Posttraumatic stress disorder (PTSD) is a trauma-induced psychiatric disease characterized by impaired hyperarousal, fear extermination, depression, anxiety, and amnesic symptoms that may include the release of monoamines in the dread circuit. Curcumin (CUR), a major diarylheptanoid and polyphenolic component of Curcuma longa, reportedly possesses several pharmacological features, including antidiabetic, antiatherosclerotic, anticancer, and neuropsychiatric actions. But the anxiolytic-like effects of CUR and its mechanism of action in PTSD are unclear. The current research measured some anxiety-related behavioral responses to examine the effects of CUR on symptoms of anxiety in rats after single prolonged stress (SPS) exposure by reversing the serotonin (5-HT) dysfunction. Rats received CUR (20, 50, or 100 mg/kg, i.p., once daily) for 14 days after SPS exposure. Administration of CUR significantly increased the number of central zone crossings in the open field test and reduced grooming behavior in the elevated plus maze (EPM) test and increased the number of open-arm visits on the EPM test. CUR administration significantly reduced freezing response to contextual fear conditioning. CUR recovered neurochemical abnormalities and SPS-induced decreased 5-HT tissue levels in the hippocampus, amygdala, and striatum. These results suggested that CUR has anxiolytic-like effects on biochemical and behavioral symptoms associated with anxiety. Thus, CUR may be a useful agent to alleviate or treat psychiatric disorders similar to those observed in patients with PTSD.          "
turmeric,The authenticity and quality of Rhodiola rosea products - PubMed,"        Background:                    Rhodiola rosea L. Crassulaceae, root (Golden Root, Arctic Root) is a high-value herbal medicinal product, registered in the UK for the treatment of stress-induced fatigue, exhaustion and anxiety based on traditional use and used throughout Europe as a herbal medicinal product for similar indications. Numerous unregistered supplements are also available. There are several Chinese species used in traditional Chinese medicine (TCM), including Rhodiola crenulata (Hook.f. & Thomoson) that is believed to be a common adulterant in the R. rosea value chain.                  Aims:                    The project is embedded in a larger study aiming to investigate the diverse value chains that lead to the production of R. rosea as an herbal medicinal product or supplement. Here we focus on a comparison of the quality of the finished products and assess any phytochemical variation between products registered under the Traditional Herbal Medicine Products Directive (THMPD) and products obtained from the market without any registration (i.e. generally unlicensed supplements). Our key aim is to establish the extent of the problem in terms of adulteration of consumer products claiming to contain R. rosea (or R. crenulata).                  Methods:                    Approximately 40 commercial products (granulated powders and extracts) were sourced from different suppliers. We analysed these samples using high performance thin layer chromatography (HPTLC), mass spectrometry (MS) and (1)H NMR spectroscopy coupled with multi-variate analysis software following a method previously developed by our group for the analysis of turmeric products.                  Results:                    We investigate the phytochemistry of the different species and assess the potential of R. crenulata as an adulterant at the end of the R. rosea value chains. The consistency of the products varies significantly. Approximately one fifth of commercial products that claimed to be R. rosea did not contain rosavin (the key reference markers used to distinguish R. rosea from related species). Moreover some products appeared not to contain salidroside, another marker compound found in other Rhodiola species. Approximately 80% of the remaining commercial products were lower in rosavin content than the registered products and appeared to be adulterated with other Rhodiola species.                  Conclusions:                    The variation in phytochemical constituents present in Rhodiola products available to European buyers via the internet and other sources is a major cause for concern. Adulteration with different species, and other sometimes unknown adulterants, appears to be commonplace. Good quality systems and manufacturing practices, including those required under the THMPD, enable consumers to have confidence that products are authentic and meet a high specification for quality and safety.          "
turmeric,A diet enriched with curcumin promotes resilience to chronic social defeat stress - PubMed,"              Chronic exposure to stress is a well-known risk factor for the development of mood and anxiety disorders. Promoting resilience to stress may prevent the development of these disorders, but resilience-enhancing compounds are not yet clinically available. One compound that has shown promise in the clinical setting is curcumin, a polyphenol compound found in the rhizome of the turmeric plant (Curcuma longa) with known anti-inflammatory and antidepressant properties. Here, we tested the efficacy of 1.5% dietary curcumin at promoting resilience to chronic social defeat stress (CSDS) in 129/SvEv mice, a strain that we show is highly susceptible to this type of stress. We found that administration of curcumin during CSDS produced a 4.5-fold increase in stress resilience, as measured by the social interaction test. Although the overall effects of curcumin were striking, we identified two distinct responses to curcumin. While 64% of defeated mice on curcumin were resilient (responders), the remaining 36% of mice were susceptible to the effects of stress (non-responders). Interestingly, responders released less corticosterone following acute restraint stress and had lower levels of peripheral IL-6 than nonresponders, implicating a role for the NF-κB pathway in treatment response. Importantly, curcumin also prevented anxiety-like behavior in both responders and non-responders in the elevated-plus maze and open field test. Collectively, our findings provide the first preclinical evidence that curcumin promotes resilience to CSDS and suggest that curcumin may prevent the emergence of a range of anxiety-like symptoms when given to individuals during exposure to chronic social stress.          "
turmeric,Antioxidant potential of fluoxetine in comparison to Curcuma longa in restraint-stressed rats - PubMed,"              Stress plays a potential role in the onset and exacerbation of depression. Chronic restraint stress in rats, and psychosocial stress in humans, is implicated in the pathophysiology of mood and anxiety disorders. Oxidative damage is an established outcome of restraint stress, which has been suggested to induce many damaging processes contributing to the pathology of stress-induced depression. However, the modulatory role of clinically effective antidepressants, such as fluoxetine, in attenuating oxidative stress has not been well characterized. Therefore, the current study was designed to investigate the antioxidant effects of chronic treatment with fluoxetine in animals submitted to restraint stress. The antioxidant potential of the antidepressant fluoxetine was compared with that of turmeric, used as a standard since it integrates both antioxidant and antidepressant properties. Chronic fluoxetine administration to stressed animals for 21 days prevented restraint stress-induced oxidative damage with an efficacy similar to that of turmeric, as evidenced by significant enhancement of key endogenous antioxidant defense components, comprising the free-radical scavenging enzymes, superoxide:superoxide oxidoreductase (EC 1.15.1.1), hydrogen-peroxide:hydrogen-peroxide oxidoreductase (EC 1.11.1.6), glutathione S-transferase (EC 2.5.1.18) and glutathione:NADP(+)oxidoreductase (EC 1.8.1.7), as well as non-enzymatic antioxidants, GSH, glucose and uric acid, which were severely depleted by restraint stress in animals receiving no treatment. Oxidative stress markers, (S)-lactate:NAD(+) oxidoreductase activity (EC 1.1.1.27), malondialdehyde levels (lipid peroxidation product) and protein carbonyl content were also significantly decreased following fluoxetine treatment. Both these drugs when given alone to non-stressed animals did not alter basal levels of antioxidant defense components and oxidative stress markers significantly. Our findings suggest that the therapeutic efficacy of fluoxetine may be mediated, at least partially, via reversal of oxidative damage as demonstrated by protective enhancement of antioxidant status following a stress-induced decline. In addition, this study demonstrates important implications for pharmacological interventions targeting cellular antioxidants as a promising strategy for protecting against oxidative insults in stress-induced depression.          "
turmeric,"Effects of Turmeric on Cardiovascular Risk Factors, Mental Health, and Serum Homocysteine in Overweight, Obese Females - PubMed","        Context:                    The prevalence of overweight and obesity and associated comorbidities has progressively risen. Curcumin, the active ingredient in turmeric, and turmeric aqueous extract, a concentrated form, have been reported to have beneficial effects in treatment of cardiovascular diseases and their risk factors. However, turmeric has not been studied in its natural form.                  Objective:                    The present study planned to evaluate the beneficial effects of turmeric in its natural form on obesity-related, cardiovascular-disease risk factors in overweight or obese females.                  Design:                    The study used a pre-post, single-arm design.                  Setting:                    The study took place in the Department of Physiology at Imam Abdulrahman Bin Faisal University (Dammam, Saudi Arabia).                  Participants:                    The participants were 36 young female students at the university, with a body mass index ≥ 23 kg/m2.                  Intervention:                    Participants received a daily dose of 2 g/d of turmeric in capsules for 90 d.                  Outcome measures:                    Anthropometric measures, blood pressure, serum homocysteine, and mental health status- stress, anxiety, depression scores-were recorded at baseline and postintervention. Dietary intake and physical activity (confounding variables) were also measured.                  Results:                    The following anthropometric measures were reduced significantly between baseline and postintervention: (1) body weight-73.47 vs 72.45 kg (P = .04), (2) body mass index-28.75 vs 28.27 kg/m2 (P = .02), (3) waist circumference-81.85 vs 77.96 cm (P = .01), (4) hip circumference-102.72 vs 98.10 cm (P = .001), (5) body fat %-34.34 vs 32.58 (P = .00), (6) systolic blood pressure-119.12 vs 115.92 mm Hg (P = .04), and (7) anxiety scores-7.88 vs 4.73 (P = .03), as compared by paired t test. Homocysteine levels and stress and depression scores showed no significant changes. Dietary intake and physical activity did not vary significantly throughout the study period.                  Conclusion:                    Turmeric has the ability to reduce weight, decrease body fat percentage, lower systolic blood pressure, and relieve anxiety for young, obese and overweight females, when given at 2 g/d for 90 d.          "
turmeric,A blunted anxiolytic like effect of curcumin against acute lead induced anxiety in rat: involvement of serotonin - PubMed,"              Anxiety is one of the most common mental disorders sharing extreme or pathological anxiety states as the primary disturbance in mood or emotional tone, with increased fear and exaggerated acute stress responses. Medicinal plants are very variable, but some of them are used as a spice such as curcumin (Curcuma longa). Curcumin shows a wide range of pharmacological potentialities, however, little is known about its anxiolytic properties. The aim of our study was to assess the anti-anxiety potential of curcumin extract against experimental lead induced-anxiety in rats. Experiments were carried out on male Wistar rats intoxicated acutely with an intraperitoneal injection of Pb (25mg/kg B.W.) and/or concomitantly with administration of curcumin (30 mg/kg B.W.) for 3 days. Using immunohistochemistry and anxiety assessment tests (dark light box and elevated plus maze), we evaluated, respectively, the expression of serotonin (5HT) in the dorsal raphe nucleus (DRN) and the anxiety state in our animals. Our results showed, for the first time, a noticeable anxiolytic effect of curcumin against lead induced anxiety in rats and this may possibly result from modulation of central neuronal monoaminergic neurotransmission, especially serotonin, which has shown a significant reduction of the immunoreactivity within the DRN.          "
turmeric,"Curcumin for the treatment of major depression: a randomised, double-blind, placebo controlled study - PubMed","        Background:                    Curcumin, the principal curcuminoid derived from the spice turmeric, influences several biological mechanisms associated with major depression, namely those associated with monoaminergic activity, immune-inflammatory and oxidative and nitrosative stress pathways, hypothalamus-pituitary-adrenal (HPA) axis activity and neuroprogression. We hypothesised that curcumin would be effective for the treatment of depressive symptoms in individuals with major depressive disorder.                  Methods:                    In a randomised, double-blind, placebo-controlled study, 56 individuals with major depressive disorder were treated with curcumin (500 mg twice daily) or placebo for 8 weeks. The primary measure was the Inventory of Depressive Symptomatology self-rated version (IDS-SR30). Secondary outcomes included IDS-SR30 factor scores and the Spielberger State-Trait Anxiety Inventory (STAI).                  Results:                    From baseline to week 4, both curcumin and placebo were associated with improvements in IDS-SR30 total score and most secondary outcome measures. From weeks 4 to 8, curcumin was significantly more effective than placebo in improving several mood-related symptoms, demonstrated by a significant group x time interaction for IDS-SR30 total score (F1, 53=4.22, p=.045) and IDS-SR30 mood score (F1, 53=6.51, p=.014), and a non-significant trend for STAI trait score (F1, 48=2.86, p=.097). Greater efficacy from curcumin treatment was identified in a subgroup of individuals with atypical depression.                  Conclusions:                    Partial support is provided for the antidepressant effects of curcumin in people with major depressive disorder, evidenced by benefits occurring 4 to 8 weeks after treatment.                  Limitations:                    Investigations with larger sample sizes, over extended treatment periods, and with varying curcumin dosages are required.          "
turmeric,"Possible nitric oxide modulation in protective effect of (Curcuma longa, Zingiberaceae) against sleep deprivation-induced behavioral alterations and oxidative damage in mice - PubMed","              Sleep is essential for the physical and mental health of a human being. Problems of sleep deprivation are increasing in modern society nowadays. Recently, various antioxidants have been implicated as neuroprotectants in the treatment of stress and stress related problems. The present study was designed to explore the possible role of nitric oxide in the protective effect of Curcumin (Curcuma longa, Zingiberaceae) against 72-h sleep deprivation-induced behavioral alterations and oxidative damage in mice. 72-h sleep deprivation significantly caused weight loss, anxiety like behavior, impaired locomotor activity and oxidative damage (increased lipid peroxidation, nitrite level and deplete glutathione and catalase activity) in animals. Treatment with Curcumin extract (10 and 20mg/kg, ip) for 5 days significantly prevented weight loss, impairment in locomotor activity, anxiety like effects in all behavioral paradigms tasks (mirror chamber, plus maze, zero maze) as compared to control (72-h sleep-deprived) (P<0.05). Biochemically, Curcumin extract treatment significantly restored depleted reduced glutathione, catalase activity, attenuated raised lipid peroxidation and nitrite level as compared to control (72-h sleep-deprived) animals. Further, pretreatment of l-arginine (50mg/kg, ip), nitric oxide precursor reversed the protective effect of Curcumin (10 mg/kg, ip) (P<0.05). However, pretreatment of l-NAME (5 mg/kg, ip), nitric oxide synthase inhibitor caused a potentiation in the protective effect of Curcumin (P<0.05). The present study suggests that nitric oxide modulation is involved in the protective effect of Curcumin in ameliorating sleep deprivation-induced behavioral alterations and oxidative damage.          "
turmeric,"Protective effect of Curcumin, the active principle of turmeric (Curcuma longa) in haloperidol-induced orofacial dyskinesia and associated behavioural, biochemical and neurochemical changes in rat brain - PubMed","              Tardive dyskinesia (TD) is a motor disorder of the orofacial region resulting from chronic neuroleptic treatment. A high incidence and irreversibility of this hyperkinetic disorder has been considered a major clinical issue in the treatment of schizophrenia. The molecular mechanism related to the pathophysiology of tardive dyskinesia is not completely known. Various animal studies have demonstrated an enhanced oxidative stress and increased glutamatergic transmission as well as inhibition in the glutamate uptake after the chronic administration of haloperidol. The present study investigated the effect of curcumin, an antioxidant, in haloperidol-induced tardive dyskinesia by using different behavioural (orofacial dyskinetic movements, stereotypy, locomotor activity, % retention), biochemical (lipid peroxidation, reduced glutathione levels, antioxidant enzyme levels (SOD and catalase) and neurochemical (neurotransmitter levels) parameters. Chronic administration of haloperidol (1 mg/kg i.p. for 21 days) significantly increased vacuous chewing movements (VCM's), tongue protrusions, facial jerking in rats which was dose-dependently inhibited by curcumin. Chronic administration of haloperidol also resulted in increased dopamine receptor sensitivity as evident by increased locomotor activity and stereotypy and also decreased % retention time on elevated plus maze paradigm. Pretreatment with curcumin reversed these behavioral changes. Besides, haloperidol also induced oxidative damage in all major regions of brain which was attenuated by curcumin, especially in the subcortical region containing striatum. On chronic administration of haloperidol, there was a decrease in turnover of dopamine, serotonin and norepinephrine in both cortical and subcortical regions which was again dose-dependently reversed by treatment with curcumin. The findings of the present study suggested for the involvement of free radicals in the development of neuroleptic-induced tardive dyskinesia and point to curcumin as a possible therapeutic option to treat this hyperkinetic movement disorder.          "
turmeric,Ayurveda and COVID-19: Where psychoneuroimmunology and the meaning response meet - PubMed,"              The COVID-19 pandemic has led to high levels of psychological distress in the general public, including symptoms of anxiety and depression. Such distress is associated with alterations in immune function, including an elevated risk of viral respiratory tract infections. In this light, the possible effects of Ayurveda, a traditional system of medicine promoted by the Indian government as an ""immune booster"", are examined from the point of view of psychoneuroimmune mechanisms as well as the ""meaning response"" described by Moerman. It was found that many of the measures advocated in their guidelines could positively influence immunity either by direct effects on symptoms of depression or anxiety, or through their symbolic significance. Therefore, it is possible that such traditional practices could be beneficial both in terms of psychological quality of life, and in terms of moderating the risk of infection.          "
chamomile,An exploratory study of salivary cortisol changes during chamomile extract therapy of moderate to severe generalized anxiety disorder - PubMed,"        Objectives:                    Dysfunctions in stress biology are hypothesized to contribute to anxiety disorders, and to be ameliorated during successful treatment, but limited clinical data exist to support this hypothesis. We evaluated whether increases in morning cortisol and the diurnal cortisol slope, markers of stress biology, are associated with clinical response to chamomile therapy among subjects with generalized anxiety disorder (GAD).                  Methods:                    Among 45 subjects with DSM-IV diagnosed GAD in an open-label clinical trial of chamomile, salivary cortisol was assessed for three days each pre- and post-treatment, at 8am, 12pm, 4pm, and 8pm. Mixed model analyses assessed whether GAD symptom change predicted the degree to which cortisol levels changed during treatment.                  Results:                    Symptom improvement during treatment was significantly associated with pre-to-post treatment changes in cortisol. Subjects who experienced more symptomatic improvement experienced significant increases in their morning salivary cortisol (β = 0.48, p < 0.001), and a greater decrease in cortisol from morning to the rest of the day (β = 0.55, p < 0.001). In addition, at baseline a lower cortisol level (β = -0.24, p = 0.023) and a lesser decrease in cortisol after morning (β = 0.30, p = 0.003) were associated with greater symptomatic improvement.                  Conclusion:                    Increases in morning salivary cortisol and the diurnal cortisol slope are associated with symptom improvement in chamomile treatment of GAD. Response to treatment for GAD could partially stem from normalization of stress biology dysfunction, but further work involving establishing abnormalities within-sample, ruling out of confounds (e.g., sleep), and a placebo control is necessary to conclude an amelioration effect.                  Registration code:      NCT01072344. URL: https://clinicaltrials.gov/ct2/show/NCT01072344.          "
chamomile,Essential oils and anxiolytic aromatherapy - PubMed,"              A number of essential oils are currently in use as aromatherapy agents to relieve anxiety, stress, and depression. Popular anxiolytic oils include lavender (Lavandula angustifolia), rose (Rosa damascena), orange (Citrus sinensis), bergamot (Citrus aurantium), lemon (Citrus limon), sandalwood (Santalum album), clary sage (Salvia sclarea), Roman chamomile (Anthemis nobilis), and rose-scented geranium (Pelargonium spp.). This review discusses the chemical constituents and CNS effects of these aromatherapeutic essential oils, as well as recent studies on additional essential oils with anxiolytic activities.          "
chamomile,A successful approach to conrol burning mouth syndrome using matricaria recutita and cognitive therapy - PubMed,"              The burning mouth syndrome (BMS) has no specific clinical and laboratory signs. Its etiology is yet to be elucidated, but it is considered to be affected by multifactorial, psychological, and local and systemic factors. This condition is considered of great morbidity, and the main complaint of patients maybe associated with xerostomia, thirst, and altered taste. The present study aims to report two cases of BMS and to evaluate the outcome of cognitive therapy (CT) plus phytotherapy in the control of BMS. The patients were female, Caucasian, and aged between 58 and 69 years. The most BMS-affected anatomical parts were the lips and the tongue. In the clinical approach, oral and systemic evaluation, and disease management with CT plus chamomile tea were done. The patients were reassured, and their response to therapy one year after was found to be excellent despite few exacerbations in periods of great emotional stress. Thus, we conclude that psychological treatment is vital in the management of BMS, as CT, along with Matricaria recutita phytotherapy, displayed excellent results in the control of BMS. Key words:Anxiety, chamomile tea, xerostomia, psychosomatic.          "
chamomile,Effect of inhalation of chamomile oil vapour on plasma ACTH level in ovariectomized-rat under restriction stress - PubMed,              We found that inhaling chamomile oil vapour decreased restriction stress-induced increases of plasma ACTH level in ovariectomized rat. The plasma ACTH level decreased further when diazepam was administered along with inhaling chamomile oil vapour. Flumazenile blocked the decrease in plasma ACTH level induced by inhaled chamomile oil vapour.          
chamomile,GABA-modulating phytomedicines for anxiety: A systematic review of preclinical and clinical evidence - PubMed,"              Anxiety disorders are chronic and functionally disabling conditions with high psychological stress, characterised by cognitive symptoms of excessive worry and focus difficulties and physiological symptoms such as muscle tension and insomnia. Gamma-aminobutyric acid (GABA) is an inhibitory neurotransmitter within the central nervous system and is a key target of pharmacotherapies in the treatment of anxiety. Although current pharmaceutical treatments are often efficacious, they may cause undesirable side effects including cognitive decrements and withdrawal symptoms. Plant-based ""phytomedicines"" may provide novel treatment options, to act as an adjunctive or alternative to existing anxiolytic medications. As such, we conducted a systematic review to assess the current body of literature on anxiolytic phytomedicines and/or phytoconstituents. An open-ended search to 5 July 2017 was conducted using MEDLINE (PubMed), Scopus, and Cochrane library online databases and performed in a stepped format from preclinical to clinical investigations. Eligible studies must have had (a) in vitro evidence of GABA-modulating activity, (b) animal studies using anxiety models to test an anxiolytic effect, and (c) human clinical trials. Ten phytomedicines were identified as having preclinical investigations showing interaction with the GABA system, in addition to human clinical trials: kava, valerian, pennywort, hops, chamomile, Ginkgo biloba, passionflower, ashwagandha, skullcap, and lemon balm. Collectively, the literature reveals preclinical and clinical evidence for various phytomedicines modulating GABA-pathways, with comparative anxiolytic effect to the current array of pharmaceuticals, along with good safety and tolerability profiles.          "
ashwagandha,Intermittent fasting combined with supplementation with Ayurvedic herbs reduces anxiety in middle aged female rats by anti-inflammatory pathways - PubMed,"              Intermittent fasting-dietary restriction (IF-DR) is an increasingly popular intervention to promote healthy aging and delay age associated decline in brain functions. Also, the use of herbal interventions is gaining attention due to their non-pharmacological approach to treat several abnormalities and promote general health with least side effects. The present study was aimed to investigate the synergistic effects of IF-DR regimen with herbal supplementation on anxiety-like behavior and neuroinflammation in middle aged female rats. We used dried leaf powder of Withania somnifera and dried stem powder of Tinospora cordifolia for our study. The rats were divided into three groups: (1) Control group fed ad libitum (AL); (2) rats deprived of food for full day and fed ad libitum on every alternate day (IF-DR); and (3) IF-DR and herbal extract (DRH) group in which rats were fed ad libitum with herbal extract supplemented diet, every alternate day. Post regimen, the rats were tested for anxiety-like behavior and further used for study of key inflammatory molecules (NFκB, Iba1, TNFα, IL-1β, IL-6) and glial marker (GFAP) in hippocampus and piriform cortex regions of brain. The study was further extended to explore the effect of DRH regimen on stress response protein (HSP70) and calcium dependent regulators of synaptic plasticity (CaMKIIα, Calcineurin). Our data demonstrated that DRH regimen reduced anxiety-like behavior in middle age female rats and associated neuroinflammation by ameliorating key inflammatory cytokines and modulated stress response. The present data may provide scientific validation for anxiolytic and anti-inflammatory potential of herbal intervention combined with short term IF-DR regimen.          "
ashwagandha,Effect of Pueraria tuberosa tuber extract on chronic foot shock stress in Wistar rats - PubMed,"              The present study was undertaken to explore the protective effects of tuberous root extract of Pueraria tuberosa on chronic foot shock stress (CS) induced physiological, neurobehavioral and neuropathological alterations. Male Wistar rats (120-150 g) were divided into seven groups, consisting of ten animals in each. Group I served as normal, group II as positive control, while group III-VII as test drug treated. P tuberosa tuber extract (PTE) was given to rats of groups III-VI at the doses of 50, 100, 200 and 400 mg/kg respectively, while group VII treated with Withania somnifera rhizome extract (WSE) (100 mg/kg) as reference drug. Group II (stress control) received only equivalent volume of distilled water (0.5 ml/100 g) orally. All the drugs were given orally once/day for 14 consecutive days. The last dose was given 1 h before study. Simultaneously, all the animals (except group I) were subjected to 1 h of foot-shock (2 mA) through a grid floor for those 14 days in a standard conditioning chamber with the escape route closed [Chronic stress (CS)]. Thereafter, the rats were placed on open-field and plus maze apparatus for studying the behavioral patterns of them, and the anxiolytic effects of the putative drug. Sexual activities of the animals were also studied. Finally, the animals were sacrificed and their ulcer formation in gastric mucosa was noted. Weights of adrenals and spleen were also taken. Further, plasma corticosterone levels were estimated spectroflurometrically. Results indicated that, CS significantly altered the behavioral patterns, decreased the sexual urge and activities, damaged the gastric mucosal layers, enhanced plasma corticosterone levels and increased adrenal glands and spleen weights. PTE and WSE showed significant anxiolytic activity, protected the gastric mucosa, lowered plasma corticosterone level (indicating HPA axis inhibition) and negated the hypertrophy of adrenals and spleen. PTE also enhanced the sexual urge and activities in animals exposed to chronic stress. The findings suggest significant anxiolytic and anti-stress properties of PTE, confirming the clinical efficacy of the plant mentioned in Ayurveda (Indian system of traditional medicine).          "
ashwagandha,"Study protocol and rationale for a prospective, randomized, double-blind, placebo-controlled study to evaluate the effects of Ashwagandha (Withania somnifera) extract on nonrestorative sleep - PubMed","              Nonrestorative sleep (NRS) is one of the cardinal symptoms of insomnia and can occur independent of other components of insomnia. Among the sleep disturbances, NRS has been little studied in the general population, even though this symptom plays an important role in several medical conditions associated with chronic inflammation such as heart disease, fibromyalgia, and chronic fatigue syndrome, as well as various sleep disorders. There is paucity in the literature about effective treatments for NRS. Ashwagandha (Withania somnifera) has been demonstrated to reduce anxiety and stress, allowing the body to settle down and prepare for sleep. This study will be a double-blind, randomized, placebo-controlled interventional study in NRS population.The NRS participants are identified using Restorative Sleep Questionnaire-weekly version (RSQ-W) questionnaire. Actigraphy and polysomnography are used for the objective assessment of sleep. The other assessments used are Hamilton Anxiety Depression Scale (HADS), World Health Organization Quality of Life (WHOQOL) scales, and C-reactive protein. Routine blood and urine analyses will be conducted to assess the safety of treatment. Duration of study for each participant will be 50 days with ""day one"" for screening followed by randomization for the treatment. The duration for medicine/placebo intake shall be 42 days.Primary outcome will be to evaluate effect of daily supplement of ashwagandha extract compared with placebo in subjects with NRS at 6 weeks from baseline, as assessed by the total score of RSQ-W.                  Ctri registration number:                    CTRI/2017/02/007801.          "
ashwagandha,An alternative treatment for anxiety: a systematic review of human trial results reported for the Ayurvedic herb ashwagandha (Withania somnifera) - PubMed,"        Objective:                    To assess existing reported human trials of Withania somnifera (WS; common name, ashwagandha) for the treatment of anxiety.                  Design:                    Systematic review of the literature, with searches conducted in PubMed, SCOPUS, CINAHL, and Google Scholar by a medical librarian. Additionally, the reference lists of studies identified in these databases were searched by a research assistant, and queries were conducted in the AYUSH Research Portal. Search terms included ""ashwagandha,"" ""Withania somnifera,"" and terms related to anxiety and stress. Inclusion criteria were human randomized controlled trials with a treatment arm that included WS as a remedy for anxiety or stress. The study team members applied inclusion criteria while screening the records by abstract review.                  Intervention:                    Treatment with any regimen of WS.                  Outcome measures:                    Number and results of studies identified in the review.                  Results:                    Sixty-two abstracts were screened; five human trials met inclusion criteria. Three studies compared several dosage levels of WS extract with placebos using versions of the Hamilton Anxiety Scale, with two demonstrating significant benefit of WS versus placebo, and the third demonstrating beneficial effects that approached but did not achieve significance (p=0.05). A fourth study compared naturopathic care with WS versus psychotherapy by using Beck Anxiety Inventory (BAI) scores as an outcome; BAI scores decreased by 56.5% in the WS group and decreased 30.5% for psychotherapy (p<0.0001). A fifth study measured changes in Perceived Stress Scale (PSS) scores in WS group versus placebo; there was a 44.0% reduction in PSS scores in the WS group and a 5.5% reduction in the placebo group (p<0.0001). All studies exhibited unclear or high risk of bias, and heterogenous design and reporting prevented the possibility of meta-analysis.                  Conclusions:                    All five studies concluded that WS intervention resulted in greater score improvements (significantly in most cases) than placebo in outcomes on anxiety or stress scales. Current evidence should be received with caution because of an assortment of study methods and cases of potential bias.          "
